,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,FlowTerminationReason,FlowType,HostType,Predicted Probability,Predicted Type
7006,147.32.84.180-173.192.170.88-3240-80-6,147.32.84.180,3240,173.192.170.88,80,TCP,11/08/2011 01:41:23 PM,29241202,10,8,454.0,3100.0,227.0,0.0,45.4,95.71160384776294,2760.0,0.0,387.5,963.2970169460418,121.540831324239,0.6155697703534896,1720070.7058823532,2612720.419333309,8713383.0,14.0,24343284.0,2704809.333333333,2967286.503784518,8713383.0,321.0,20108584.0,2872654.8571428573,3189369.881659564,8914188.0,14.0,0,0,0,0,224,176,0.3419832057519386,0.2735865646015509,0.0,2760.0,187.05263157894737,629.5991205771962,396395.0526315789,1,5,0,6,15,0,0,0,0.0,197.44444444444449,45.4,387.5,0,0,0,0,0,0,0,25,0,172,64240,6432,2,20,3220292.0,438403.37590853474,3530290.0,2910294.0,TCP_FIN,Neris,INFECTED,0.99254626,MALICIOUS
7015,184.154.89.154-147.32.84.180-8735-4898-6,184.154.89.154,8735,147.32.84.180,4898,TCP,11/08/2011 01:33:10 PM,607521593,848,845,8347.0,30.0,49.0,0.0,9.843160377358489,6.128700393445539,5.0,0.0,0.0355029585798817,0.4200751896736919,13.78881030159532,2.786732224018249,359055.3150118203,578400.8994355005,14252862.0,195.0,607357356.0,717068.8972845345,763118.1636366996,14412380.0,135223.0,607407102.0,719676.661137442,763904.7087827277,14449075.0,136671.0,1,0,0,0,16960,16900,1.395835160051669,1.3908970639665803,0.0,49.0,4.948051948051951,6.551870754133586,42.927010378871,0,0,0,850,1693,0,0,0,0.0,4.950974601299468,9.84316037735849,0.0355029585798816,0,0,0,73,7,24,0,4,0,0,64030,63615,843,20,200479942.5,124209380.86977424,288309238.0,112650647.0,IDLE_TIMEOUT,Neris,INFECTED,0.970521,MALICIOUS
7048,147.32.84.180-173.192.170.88-3240-80-6,147.32.84.180,3240,173.192.170.88,80,TCP,11/08/2011 01:42:58 PM,96195020,11,6,374.0,261.0,187.0,0.0,34.00000000000001,75.64522456837577,261.0,0.0,43.5,106.55280381106824,6.601173324772946,0.1767243252301418,6012188.75,10967103.334543925,43349187.0,218.0,91389234.0,9138923.4,13071633.185722554,43349187.0,265.0,34208655.0,6841731.0,5874037.454053642,16960776.0,1732027.0,0,0,0,0,244,144,0.1143510339724447,0.0623732912576971,0.0,261.0,35.27777777777778,82.4826581099863,6803.388888888889,1,6,1,3,14,0,0,0,0.0,37.35294117647059,34.0,43.5,0,0,0,0,0,0,0,22,0,15,63979,6432,2,20,3151909.6666666665,1495649.0586783162,4713271.0,1732027.0,TCP_FIN,Neris,INFECTED,0.99986994,MALICIOUS
7068,147.32.84.180-212.117.171.138-3367-65500-6,147.32.84.180,3367,212.117.171.138,65500,TCP,11/08/2011 01:44:54 PM,296103311,7,5,12.0,34.0,10.0,0.0,1.7142857142857144,3.728908942943218,29.0,0.0,6.8,12.517987058628874,0.155351184168285,0.0405263958699874,26918482.81818182,86543111.34594567,287758072.0,241.0,296103311.0,49350551.833333336,116897482.3183516,287880058.0,241.0,296061613.0,74015403.25,142545899.09489876,287758363.0,21022.0,0,0,0,0,148,108,0.0236403975908259,0.0168859982791614,0.0,29.0,3.5384615384615388,8.161039400870706,66.6025641025641,1,2,0,5,11,0,0,0,0.0,3.8333333333333335,1.7142857142857142,6.8,0,0,0,0,0,0,0,1,0,2,64240,5840,2,20,172752.0,212478.51667874563,322997.0,22507.0,TCP_FIN,Neris,INFECTED,0.9928865,MALICIOUS
7100,184.154.89.154-147.32.84.180-8735-4898-6,184.154.89.154,8735,147.32.84.180,4898,TCP,11/08/2011 01:43:20 PM,609960331,827,824,8119.0,25.0,48.0,0.0,9.81741233373639,6.150004356619079,5.0,0.0,0.0303398058252427,0.3885379406097676,13.351687947719997,2.7067333990282068,369672.927878788,1269658.8599450612,45881623.0,191.0,609960331.0,738450.7639225181,1769229.1312816134,46061850.0,135166.0,609324853.0,740370.4167679227,1771037.519773583,46055848.0,135986.0,1,0,0,0,16540,16480,1.355825875830604,1.3509075231976029,0.0,48.0,4.932808716707022,6.553213283675521,42.9446043413413,0,0,0,830,1651,0,0,0,0.0,4.93579648697759,9.817412333736396,0.0303398058252427,0,0,0,71,7,25,0,4,0,0,64005,63413,824,20,101097980.0,133131251.8910276,195235991.0,6959969.0,IDLE_TIMEOUT,Neris,INFECTED,0.9763357,MALICIOUS
7146,147.32.84.180-212.117.171.138-4149-65500-6,147.32.84.180,4149,212.117.171.138,65500,TCP,11/08/2011 01:56:26 PM,159910054,5,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.0062535154919027,0.043774608443319,26651675.666666668,62425202.42251767,153985655.0,113.0,159910054.0,39977513.5,76056667.4201697,153986486.0,113.0,153985946.0,153985946.0,0.0,153985946.0,153985946.0,0,0,0,0,108,48,0.0312675774595135,0.0125070309838054,0.0,1.0,0.125,0.3535533905932738,0.125,1,2,2,1,5,0,0,0,0.0,0.1428571428571428,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,5840,0,20,11448.0,16030.110729499032,22783.0,113.0,TCP_FIN,Neris,INFECTED,0.9617138,MALICIOUS
7252,147.32.84.180-173.192.170.88-1528-80-6,147.32.84.180,1528,173.192.170.88,80,TCP,11/08/2011 02:07:10 PM,64004022,10,5,558.0,261.0,186.0,0.0,55.8,89.84653582637452,261.0,0.0,52.2,116.72274842548904,12.796070846922712,0.2343602719216614,4571715.857142858,7670759.626097995,28190570.0,200.0,59104718.0,6567190.888888889,9102714.642790476,28500090.0,270.0,42430167.0,10607541.75,11758263.796474217,28190570.0,3508854.0,0,0,0,0,232,116,0.1562401812811076,0.0781200906405538,0.0,261.0,51.1875,93.0900773444732,8665.7625,1,6,0,4,11,0,0,0,0.0,54.6,55.8,52.2,0,0,0,0,0,0,0,37,0,17,64240,6432,3,20,2306990.0,1857222.0213975497,3709610.0,200772.0,TCP_FIN,Neris,INFECTED,0.9997811,MALICIOUS
7281,184.154.89.154-147.32.84.180-8735-4898-6,184.154.89.154,8735,147.32.84.180,4898,TCP,11/08/2011 02:03:40 PM,609715926,885,885,9825.0,30.0,101.0,5.0,11.10169491525423,8.441229313768975,5.0,0.0,0.0338983050847457,0.4105275422546126,16.163264857870878,2.9029912530118165,344667.0016958726,935519.6939792676,33821986.0,215.0,609542001.0,689527.150452489,1295963.8796921854,33984902.0,134205.0,609566574.0,689554.9479638016,1296648.4189837356,34015070.0,6379.0,1,0,0,0,17700,17700,1.4514956265059082,1.4514956265059082,0.0,101.0,5.567476002258612,8.142192774299737,66.29530317385884,0,0,0,891,1770,0,0,0,1.0,5.570621468926554,11.101694915254235,0.0338983050847457,0,0,0,87,7,28,0,5,0,0,63955,63226,884,20,115402792.33333331,50631463.3927048,171474380.0,73030755.0,IDLE_TIMEOUT,Neris,INFECTED,0.9651309,MALICIOUS
7357,184.154.89.154-147.32.84.180-8735-4898-6,184.154.89.154,8735,147.32.84.180,4898,TCP,11/08/2011 02:13:50 PM,609639945,572,570,5948.0,30.0,37.0,0.0,10.398601398601397,6.555851770463182,5.0,0.0,0.0526315789473684,0.5107302959536312,9.805787906499466,1.8732368332590148,534303.1945661703,5587026.661280014,183962011.0,148.0,609482986.0,1067395.7723292466,7884081.955993213,184159636.0,134127.0,609529827.0,1071229.9244288222,7896407.2479142705,184113144.0,136665.0,1,0,0,0,11440,11400,0.9382587290929566,0.9349781041660582,0.0,37.0,5.234470691163598,6.955523064352972,48.37930109874616,0,0,0,575,1142,0,0,0,0.0,5.239054290718038,10.398601398601398,0.0526315789473684,0,0,0,84,8,26,0,5,0,0,63930,63701,568,20,119041762.0,62638002.99628543,185773015.0,61515748.0,IDLE_TIMEOUT,Neris,INFECTED,0.9966365,MALICIOUS
7647,147.32.84.180-173.192.170.88-2064-80-6,147.32.84.180,2064,173.192.170.88,80,TCP,11/08/2011 02:32:03 PM,32208527,6,4,186.0,261.0,186.0,0.0,31.000000000000004,75.93418202627852,261.0,0.0,65.25,130.5,13.878312410871818,0.3104767877152532,3578725.222222222,5847813.382306304,17923467.0,76.0,27343791.0,5468758.2,7545233.993574798,18259047.0,263.0,23124122.0,7708040.666666667,9166270.887307024,17923467.0,201511.0,0,0,0,0,144,88,0.1862860726291519,0.1241907150861012,0.0,261.0,40.63636363636364,91.95245807184573,8455.254545454545,1,4,0,2,7,0,0,0,0.0,44.7,31.0,65.25,0,0,0,0,0,0,0,18,0,26,64240,6432,1,20,1683253.0,1811471.808897947,2964157.0,402349.0,TCP_FIN,Neris,INFECTED,0.996082,MALICIOUS
7654,147.32.84.180-173.192.170.88-2065-80-6,147.32.84.180,2065,173.192.170.88,80,TCP,11/08/2011 02:32:03 PM,37908499,6,4,186.0,261.0,186.0,0.0,31.000000000000004,75.93418202627852,261.0,0.0,65.25,130.5,11.791551018677897,0.2637930876661721,4212055.444444444,7630512.171888417,23623469.0,245.0,33063696.0,6612739.2,10002715.882177634,23979013.0,245.0,28824306.0,9608102.0,12372452.42183808,23623469.0,201524.0,0,0,0,0,144,88,0.1582758525997033,0.1055172350664688,0.0,261.0,40.63636363636364,91.95245807184573,8455.254545454545,1,4,0,2,7,0,0,0,0.0,44.7,31.0,65.25,0,0,0,0,0,0,0,18,0,26,64240,6432,1,20,1683148.5,1811550.2977506584,2964108.0,402189.0,TCP_FIN,Neris,INFECTED,0.99547017,MALICIOUS
7700,147.32.84.180-212.117.171.138-2292-65500-6,147.32.84.180,2292,212.117.171.138,65500,TCP,11/08/2011 02:33:09 PM,17022369,19,17,9758.0,1836.0,1460.0,0.0,513.578947368421,688.1187975431014,1387.0,0.0,108.0,338.7860681905323,681.1037876102909,2.1148642706546896,486353.4000000002,1545382.641927924,6831668.0,92.0,17022369.0,945687.1666666666,2194480.6555573824,7049260.0,173.0,16976997.0,1061062.3125000002,2235712.765468043,7031447.0,92.0,0,0,0,0,388,348,1.1161783650677528,0.9986859055869368,0.0,1460.0,313.3513513513513,575.816966299777,331565.17867867864,1,2,0,11,35,0,0,0,0.0,322.05555555555554,513.578947368421,108.0,0,0,0,11566,13,7239,0,271,0,51,64240,26280,11,20,446536.5,577214.8010164846,854689.0,38384.0,TCP_FIN,Neris,INFECTED,0.9774194,MALICIOUS
7744,184.154.89.154-147.32.84.180-8735-4898-6,184.154.89.154,8735,147.32.84.180,4898,TCP,11/08/2011 02:24:00 PM,609997391,878,875,9507.0,25.0,54.0,0.0,10.828018223234622,7.296695707370681,5.0,0.0,0.0285714285714286,0.3770985738809072,15.626296342634683,2.873782783113576,348172.0268264839,812639.7072147176,26341704.0,127.0,609997391.0,695550.0467502851,1115253.0600641083,26463191.0,134316.0,609247775.0,697079.8340961101,1120031.662125967,26493110.0,61552.0,1,0,0,0,17560,17500,1.4393504184676096,1.4344323646459662,0.0,54.0,5.440136830102621,7.475009300521003,55.875764042875495,0,0,0,881,1753,0,0,0,0.0,5.443240159726184,10.828018223234624,0.0285714285714285,0,0,0,91,8,26,0,5,0,0,63905,63675,875,20,104317383.75,53809552.37710017,159509569.0,31189437.0,IDLE_TIMEOUT,Neris,INFECTED,0.9749933,MALICIOUS
7896,147.32.84.180-212.117.171.138-2430-65500-6,147.32.84.180,2430,212.117.171.138,65500,TCP,11/08/2011 02:35:35 PM,214840070,7,5,12.0,14.0,10.0,0.0,1.7142857142857144,3.728908942943218,10.0,0.0,2.8,4.207136793592526,0.1210202547411197,0.0558555021882091,19530915.454545457,61976407.81261942,206253811.0,98.0,214840070.0,35806678.33333333,83659113.88868217,206448141.0,98.0,214815056.0,53703764.0,101773822.52642444,206253958.0,15229.0,0,0,0,0,148,108,0.0325823762764553,0.0232731259117538,0.0,10.0,2.0,3.6742346141747673,13.500000000000002,1,2,0,5,11,0,0,0,0.0,2.1666666666666665,1.7142857142857142,2.8,0,0,0,0,0,0,0,1,0,1,64240,5840,2,20,209849.0,262082.057378982,395169.0,24529.0,TCP_FIN,Neris,INFECTED,0.9877908,MALICIOUS
8537,82.96.64.4-147.32.84.170-6667-1082-6,82.96.64.4,6667,147.32.84.170,1082,TCP,15/08/2011 02:03:14 PM,468019059,8,8,120.0,240.0,30.0,0.0,15.0,16.035674514745462,30.0,30.0,30.0,0.0,0.7691994440764858,0.0341866419589549,31201270.6,64582650.48456317,155997144.0,13.0,468019059.0,66859865.57142857,83370618.75471418,155997144.0,14220.0,468004018.0,66857716.85714286,83386204.65870114,156011413.0,13.0,1,0,0,0,160,160,0.0170933209794774,0.0170933209794774,0.0,30.0,22.941176470588232,13.117119482928093,172.05882352941177,0,0,0,12,16,0,0,0,1.0,24.375,15.0,30.0,0,0,0,0,0,0,0,7,0,15,6432,63763,3,20,14807.333333333334,392.1228548979686,15051.0,14355.0,IDLE_TIMEOUT,RBot,INFECTED,0.91919,MALICIOUS
9305,147.32.84.130-222.189.228.111-4463-3389-6,147.32.84.130,4463,222.189.228.111,3389,TCP,16/08/2011 03:56:31 PM,70642806,13,2,162.0,403.0,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,7.99798354555735,0.2123358463422305,5045914.714285714,15859171.53001362,59827744.0,6.0,70642806.0,5886900.5,17083795.01919374,59827744.0,6.0,425307.0,425307.0,0.0,425307.0,425307.0,0,0,0,0,308,48,0.1840244001632664,0.028311446178964,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20,2403398.0,849505.3589954568,3004089.0,1802707.0,TCP_FIN,Murlo,INFECTED,0.9987909,MALICIOUS
10143,147.32.84.130-222.189.228.111-1534-3389-6,147.32.84.130,1534,222.189.228.111,3389,TCP,16/08/2011 07:24:49 PM,3601174968,11,2,486.0,0.0,81.0,0.0,44.18181818181819,42.300870397234576,0.0,0.0,0.0,0.0,0.134955953076035,0.0036099329012108,300097914.0,1036300734.639412,3590789664.0,9.0,3601174968.0,360117496.8,1135398655.4430273,3591513828.0,9.0,9726534.0,9726534.0,0.0,9726534.0,9726534.0,0,0,0,0,236,48,0.0030545586087168,0.0005553742924939714,0.0,81.0,34.71428571428571,41.597759872060735,1730.3736263736262,1,3,0,6,11,0,0,0,0.0,37.38461538461539,44.18181818181818,0.0,0,0,0,0,0,0,0,37,0,0,64240,65454,6,20,2188210.5,2070453.203041426,3652242.0,724179.0,TCP_FIN,Murlo,INFECTED,0.9998053,MALICIOUS
11115,147.32.84.130-222.189.228.111-1418-3389-6,147.32.84.130,1418,222.189.228.111,3389,TCP,16/08/2011 11:56:05 PM,70630951,13,2,162.0,403.0,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,7.999325961220599,0.2123714856961221,5045067.928571428,15878762.258372543,59896812.0,6.0,70630951.0,5885912.583333332,17105169.27982672,59896812.0,6.0,424269.0,424269.0,0.0,424269.0,424269.0,0,0,0,0,308,48,0.1840552876033058,0.0283161980928162,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20,2362485.0,792164.6558954773,2922630.0,1802340.0,TCP_FIN,Murlo,INFECTED,0.998793,MALICIOUS
11468,147.32.84.130-222.189.228.111-4215-3389-6,147.32.84.130,4215,222.189.228.111,3389,TCP,17/08/2011 01:23:52 AM,70650615,13,2,162.0,403.0,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,7.997099529848395,0.2123123768986299,5046472.5,15870018.667412348,59866547.0,7.0,70650615.0,5887551.25,17095565.67449971,59866547.0,7.0,424648.0,424648.0,0.0,424648.0,424648.0,0,0,0,0,308,48,0.1840040599788126,0.0283083169198173,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20,2387574.0,827324.8334831973,2972581.0,1802567.0,TCP_FIN,Murlo,INFECTED,0.99879175,MALICIOUS
11480,147.32.84.130-222.189.228.111-4220-3389-6,147.32.84.130,4220,222.189.228.111,3389,TCP,17/08/2011 01:29:06 AM,70090772,13,2,162.0,403.0,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,8.060975558950899,0.2140082006801123,5006483.714285715,15884302.394900795,59876581.0,7.0,70090772.0,5840897.666666666,17113694.11084849,59876581.0,7.0,418830.0,418830.0,0.0,418830.0,418830.0,0,0,0,0,308,48,0.185473773922764,0.0285344267573483,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20,2103068.5,1274810.9959960731,3004496.0,1201641.0,TCP_FIN,Murlo,INFECTED,0.99880207,MALICIOUS
11517,147.32.84.130-222.189.228.111-3602-3389-6,147.32.84.130,3602,222.189.228.111,3389,TCP,17/08/2011 01:45:07 AM,69789484,13,2,162.0,403.0,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,8.095775575586718,0.2149320949270809,4984963.142857143,15878506.966431824,59836582.0,7.0,69789484.0,5815790.333333333,17108777.753052093,59836582.0,7.0,431389.0,431389.0,0.0,431389.0,431389.0,0,0,0,0,308,48,0.1862744822701368,0.0286576126569441,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20,1972261.0,1373315.9203628276,2943342.0,1001180.0,TCP_FIN,Murlo,INFECTED,0.99880743,MALICIOUS
11719,147.32.84.130-222.189.228.111-3058-3389-6,147.32.84.130,3058,222.189.228.111,3389,TCP,17/08/2011 02:32:28 AM,73935505,13,2,162.0,403.0,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,7.641795372872613,0.2028795231736092,5281107.5,15818152.770069769,59865940.0,7.0,73935505.0,6161292.083333333,17025957.64660818,59865940.0,7.0,3719044.0,3719044.0,0.0,3719044.0,3719044.0,0,0,0,0,308,48,0.1758289200837946,0.0270506030898145,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20,4080347.5,1594035.7665763025,5207501.0,2953194.0,TCP_FIN,Murlo,INFECTED,0.99883085,MALICIOUS
12293,147.32.84.130-222.189.228.111-1303-3389-6,147.32.84.130,1303,222.189.228.111,3389,TCP,17/08/2011 04:53:15 AM,70009610,13,2,162.0,403.0,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,8.070320631696134,0.2142562999565345,5000686.428571428,15887770.719537277,59886257.0,7.0,70009610.0,5834134.166666667,17117856.091215406,59886257.0,7.0,443999.0,443999.0,0.0,443999.0,443999.0,0,0,0,0,308,48,0.1856887932956633,0.0285675066608712,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20,2057431.5,1209980.6178697655,2913017.0,1201846.0,TCP_FIN,Murlo,INFECTED,0.99880505,MALICIOUS
12392,147.32.84.130-222.189.228.111-4650-3389-6,147.32.84.130,4650,222.189.228.111,3389,TCP,17/08/2011 05:21:46 AM,79224514,13,2,162.0,403.0,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,7.13163099997054,0.1893353362824037,5658893.857142856,15869076.785708943,59877289.0,7.0,79224514.0,6602042.833333334,17059944.447772555,59877289.0,7.0,9571885.0,9571885.0,0.0,9571885.0,9571885.0,0,0,0,0,308,48,0.1640906247780832,0.0252447115043204,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20,1255799.6666666665,1474435.3030286997,2923825.0,126443.0,TCP_FIN,Murlo,INFECTED,0.99911743,MALICIOUS
12414,147.32.84.130-222.189.228.111-4660-3389-6,147.32.84.130,4660,222.189.228.111,3389,TCP,17/08/2011 05:32:26 AM,70080494,13,2,162.0,403.0,81.0,0.0,12.461538461538462,30.418238456051835,403.0,0.0,201.5,284.9640328181787,8.06215778102249,0.2140395871067918,5005749.571428572,15881432.887099847,59866065.0,7.0,70080494.0,5840041.166666666,17110667.917687166,59866065.0,7.0,501085.0,501085.0,0.0,501085.0,501085.0,0,0,0,0,308,48,0.1855009754925529,0.0285386116142389,0.0,403.0,35.3125,101.8428323447458,10371.962499999998,1,7,0,3,9,0,0,0,0.0,37.66666666666666,12.461538461538462,201.5,0,0,0,0,0,0,0,10,0,26,64240,65454,2,20,2102906.0,1274444.0075766372,3004074.0,1201738.0,TCP_FIN,Murlo,INFECTED,0.99880457,MALICIOUS
12830,147.32.84.130-222.189.228.111-3055-3389-6,147.32.84.130,3055,222.189.228.111,3389,TCP,17/08/2011 02:28:55 AM,18534622,12,3,486.0,0.0,81.0,0.0,40.50000000000001,42.300870397234576,0.0,0.0,0.0,0.0,26.22119836056004,0.8092962456962975,1323901.5714285714,2619494.2714635325,8244151.0,8.0,17877381.0,1625216.4545454544,2902706.734230152,8244310.0,8.0,17878090.0,8939045.0,11712000.535623709,17220680.0,657410.0,0,0,0,0,256,68,0.647436996557038,0.1618592491392595,0.0,81.0,30.374999999999996,40.5,1640.2499999999998,0,3,2,6,12,0,0,0,0.0,32.4,40.5,0.0,0,0,0,0,0,0,0,32,0,0,64240,0,6,20,1812045.5,2562605.1796015124,3624081.0,10.0,IDLE_TIMEOUT,Murlo,INFECTED,0.996231,MALICIOUS
14132,147.32.84.160-212.117.171.138-1360-65500-6,147.32.84.160,1360,212.117.171.138,65500,TCP,15/08/2011 06:22:58 PM,36653846,15,5,24.0,40.0,10.0,0.0,1.6,3.480558247506528,35.0,0.0,8.0,15.182226450688976,1.7460650650411964,0.5456453328253739,1929149.7894736845,5498327.927472058,21431873.0,8.0,36653846.0,2618131.8571428573,6321595.358341655,21431873.0,8.0,15049572.0,3762393.0,5882657.314856102,12423514.0,21835.0,0,0,0,0,316,108,0.4092339996190304,0.1364113332063434,0.0,35.0,3.047619047619048,7.921339473070134,62.74761904761903,1,3,0,7,18,0,0,0,0.0,3.2,1.6,8.0,0,0,0,0,0,0,0,1,0,2,64240,5840,4,20,1499215.5,1845672.4425835968,2804303.0,194128.0,TCP_FIN,Virut,INFECTED,0.9936871,MALICIOUS
14141,147.32.84.160-212.117.171.138-1443-65500-6,147.32.84.160,1443,212.117.171.138,65500,TCP,15/08/2011 06:23:59 PM,34295748,93,58,2304.0,3899.0,422.0,0.0,24.774193548387085,67.04218805321118,1170.0,0.0,67.22413793103446,245.2283606780071,180.867902341713,4.402878164371863,228638.32,1434485.6213529068,15188799.0,1.0,34295748.0,372779.8695652175,1841109.4418167109,15370852.0,1.0,34154161.0,599195.8070175438,2308090.8399261534,15188799.0,7499.0,0,0,0,0,1876,1168,2.711706419116445,1.6911717452554176,0.0,1170.0,40.80921052631578,160.86194704565656,25876.56600731962,1,3,0,87,149,0,0,0,0.0,41.07947019867549,24.774193548387096,67.22413793103448,0,0,0,3099,42,798,0,15,0,25,64240,7504,56,20,3166582.5,938337.0625955792,3830087.0,2503078.0,TCP_FIN,Virut,INFECTED,0.99201137,MALICIOUS
14151,147.32.84.160-212.117.171.138-1446-65500-6,147.32.84.160,1446,212.117.171.138,65500,TCP,15/08/2011 06:24:10 PM,48794202,85,57,2276.0,4342.0,422.0,0.0,26.7764705882353,69.80011878666865,1337.0,0.0,76.17543859649125,281.8205560539123,135.63086860197038,2.910181828570534,346058.17021276604,2315758.1564710867,23573132.0,6.0,48794202.0,580883.3571428569,3010225.1208510897,23711207.0,6.0,48652886.0,868801.5357142857,3637154.597903357,23573401.0,6062.0,0,0,0,0,1716,1148,1.7420102494964465,1.1681715790740876,0.0,1337.0,46.27972027972029,186.56171450281823,34805.27331823106,1,3,0,84,140,0,0,0,0.0,46.6056338028169,26.77647058823529,76.17543859649123,0,0,0,2206,28,834,0,16,0,30,64240,7504,54,20,3444165.5,4838633.41581696,6865596.0,22735.0,TCP_FIN,Virut,INFECTED,0.984937,MALICIOUS
14163,147.32.84.160-212.117.171.138-1506-65500-6,147.32.84.160,1506,212.117.171.138,65500,TCP,15/08/2011 06:24:38 PM,66986172,81,48,2164.0,4048.0,422.0,0.0,26.716049382716044,71.66017627802441,1353.0,0.0,84.33333333333333,292.2912663716846,92.73555742220948,1.925770590383938,523329.4687500003,2910300.059824822,22672970.0,4.0,66986172.0,837327.1499999999,3674958.691028564,22819217.0,4.0,66844680.0,1422227.2340425532,4717076.964205801,22672970.0,1860.0,0,0,0,0,1636,968,1.2092047893108446,0.7165658010730932,0.0,1353.0,47.78461538461538,187.3639655201403,35105.255575432326,1,3,0,72,127,0,0,0,0.0,48.15503875968992,26.71604938271605,84.33333333333333,0,0,0,3092,33,1181,0,16,0,31,64240,7504,46,20,701259.75,1045182.3690203144,2257948.0,22497.0,TCP_FIN,Virut,INFECTED,0.9856053,MALICIOUS
14181,147.32.84.160-212.117.171.138-1560-65500-6,147.32.84.160,1560,212.117.171.138,65500,TCP,15/08/2011 06:25:19 PM,48946320,49,28,1822.0,1277.0,422.0,0.0,37.18367346938776,90.76174705177922,1047.0,0.0,45.60714285714285,196.6202090675234,63.31425937639438,1.5731519754702703,644030.5263157894,3540537.420322801,29977664.0,5.0,48946320.0,1019715.0,4434898.300278349,30000129.0,5.0,18945666.0,701691.3333333335,1576309.1028075682,5348568.0,1628.0,0,0,0,0,996,568,1.0010967116628993,0.572055263807371,0.0,1047.0,39.730769230769226,136.8513909202358,18728.303196803197,1,3,0,42,75,0,0,0,0.0,40.24675324675325,37.18367346938776,45.60714285714285,0,0,0,2867,33,1098,0,23,0,16,64240,7504,28,20,2912004.0,2389745.8449709667,4707314.0,199540.0,TCP_FIN,Virut,INFECTED,0.9651681,MALICIOUS
