,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Fwd Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min
9435,3103,10,5,2340,268,848.0,0.0,234.0,333.5092868938501,236.0,0.0,53.6,102.9018950262822,221.64285714285708,225.2498124793404,713.0,12.0,2046.0,227.33333333333331,322.88388005597307,965.0,12.0,2862.0,715.5,445.3713806102349,1207.0,129.0,0,0,0,0,216,108,0.0,848.0,163.0,280.5033570803268,78682.13333333333,1,3,0,8,13,0,0,0,0.0,173.86666666666667,234.0,53.6,0,0,0,2608,8,1214152,0,156,0,17,64240,63190,6,20
9437,2729,10,5,2304,268,848.0,0.0,230.4,333.9791077963477,236.0,0.0,53.6,102.9018950262822,194.92857142857144,179.75858352704148,563.0,12.0,2115.0,235.0,335.87683754614574,1011.0,12.0,2485.0,621.25,493.1574292251917,1169.0,121.0,0,0,0,0,216,108,0.0,848.0,160.75,280.23692357241816,78532.73333333334,1,3,0,8,13,0,0,0,0.0,171.46666666666667,230.4,53.6,0,0,0,2572,8,1452286,0,153,0,17,64240,63208,6,20
9440,2447,10,5,2300,268,848.0,0.0,230.0,334.04191353780743,236.0,0.0,53.6,102.9018950262822,174.7857142857143,186.87642093987324,675.0,7.0,1685.0,187.2222222222222,317.2324769698784,953.0,7.0,2220.0,555.0,409.75358448706703,1071.0,126.0,0,0,0,0,216,108,0.0,848.0,160.5,280.21563125564575,78520.80000000002,1,3,0,8,13,0,0,0,0.0,171.2,230.0,53.6,0,0,0,2568,8,1505275,0,153,0,17,64240,63210,6,20
9571,362663,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,25904.500000000004,66609.70865797267,213404.0,11.0,362663.0,36266.3,77765.41311470028,214278.0,11.0,361980.0,120660.0,108571.76410559054,213404.0,1235.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,7637,0,156,0,28,64240,63190,6,20
9573,6721,11,4,2304,420,848.0,0.0,209.45454545454544,324.3665715317667,388.0,0.0,105.0,189.26876833399288,480.0714285714285,911.7105195337888,3525.0,11.0,6721.0,672.0999999999999,1297.04814011577,4164.0,11.0,6062.0,2020.6666666666663,1344.0589024791038,3525.0,938.0,0,0,0,0,236,88,0.0,848.0,170.25,285.48520101749585,81501.8,1,3,0,8,13,0,0,0,0.0,181.6,209.45454545454547,105.0,0,0,0,2724,8,502675,0,153,0,28,64240,63208,6,20
9575,5089,10,5,2300,420,848.0,0.0,230.0,334.04191353780743,388.0,0.0,83.99999999999999,170.5051318875769,363.5,498.7739969164391,1902.0,11.0,2390.0,265.55555555555554,404.031283167254,1190.0,11.0,4724.0,1181.0,678.3150693691931,1902.0,282.0,0,0,0,0,216,108,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,230.0,84.0,0,0,0,2720,8,711111,0,153,0,28,64240,63210,6,20
9577,4897,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,349.7857142857143,506.3194763071159,1950.0,12.0,2318.0,257.55555555555554,382.0219598109221,1124.0,12.0,4513.0,1128.25,707.1908629688783,1950.0,250.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,748982,0,156,0,28,64240,63190,6,20
9579,13643,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,974.5,2309.69101330093,8790.0,11.0,11075.0,1230.5555555555557,2970.439997336721,9062.0,11.0,4840.0,1210.0,761.3868924535016,1959.0,228.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,700329,0,156,0,28,64240,63190,6,20
9583,4616,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,329.7142857142857,439.0905686444739,1628.0,11.0,2486.0,276.22222222222223,430.1783867704704,1281.0,11.0,4255.0,1063.75,660.7865893514083,1628.0,148.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,792420,0,156,0,28,64240,63190,6,20
9589,17987,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1284.7857142857142,3851.173031659344,14640.0,10.0,17987.0,1798.7,4805.806489145304,15423.0,10.0,17228.0,5742.666666666667,7706.895700172238,14640.0,1138.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,166475,0,156,0,28,64240,63190,6,20
9591,4694,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,335.28571428571433,376.3732657413849,1291.0,11.0,4694.0,469.4,726.7934445983336,2221.0,11.0,4033.0,1344.3333333333333,119.30353445448854,1481.0,1261.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,816809,0,156,0,28,64240,63190,6,20
9593,4313,10,5,2300,420,848.0,0.0,230.0,334.04191353780743,388.0,0.0,83.99999999999999,170.5051318875769,308.07142857142856,427.1494900069375,1625.0,10.0,2240.0,248.88888888888889,366.2323184962124,1064.0,10.0,3925.0,981.25,653.6570839005215,1625.0,72.0,0,0,0,0,216,108,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,230.0,84.0,0,0,0,2720,8,828510,0,153,0,28,64240,63210,6,20
9692,2808,10,5,2340,268,848.0,0.0,234.0,333.5092868938501,236.0,0.0,53.6,102.9018950262822,200.57142857142856,250.81519837574385,789.0,8.0,1707.0,189.66666666666669,308.98745929244444,948.0,8.0,2607.0,651.75,415.26407260922537,1120.0,130.0,0,0,0,0,216,108,0.0,848.0,163.0,280.5033570803268,78682.13333333333,1,3,0,8,13,0,0,0,0.0,173.86666666666667,234.0,53.6,0,0,0,2608,8,1254449,0,156,0,17,64240,63190,6,20
9694,2144,10,5,2304,268,848.0,0.0,230.4,333.9791077963477,236.0,0.0,53.6,102.9018950262822,153.14285714285714,149.1781883122726,528.0,7.0,1512.0,168.0,249.18015571068256,750.0,7.0,1930.0,482.5,342.8785013188588,910.0,126.0,0,0,0,0,216,108,0.0,848.0,160.75,280.23692357241816,78532.73333333334,1,3,0,8,13,0,0,0,0.0,171.46666666666667,230.4,53.6,0,0,0,2572,8,1797344,0,153,0,17,64240,63208,6,20
9697,2296,10,5,2300,268,848.0,0.0,230.0,334.04191353780743,236.0,0.0,53.6,102.9018950262822,164.00000000000003,177.47632561512577,667.0,8.0,1935.0,215.0,285.8662274561303,892.0,8.0,2100.0,525.0,527.7720467525097,1057.0,38.0,0,0,0,0,216,108,0.0,848.0,160.5,280.21563125564575,78520.80000000002,1,3,0,8,13,0,0,0,0.0,171.2,230.0,53.6,0,0,0,2568,8,1592064,0,153,0,17,64240,63210,6,20
9708,5979,11,4,2340,268,848.0,0.0,212.72727272727272,324.1657264144656,236.0,0.0,67.0,113.67204288361027,427.07142857142856,658.6444662843778,2532.0,8.0,5979.0,597.9,745.4759031801244,2532.0,8.0,5571.0,1857.0,2002.1331124578105,3984.0,9.0,0,0,0,0,236,88,0.0,848.0,163.00000000000003,280.50335708032685,78682.13333333335,1,3,0,8,13,0,0,0,0.0,173.86666666666667,212.72727272727272,67.0,0,0,0,2608,8,499043,0,156,0,17,64240,63190,6,20
9715,5996,11,4,2340,268,848.0,0.0,212.72727272727272,324.1657264144656,236.0,0.0,67.0,113.67204288361027,428.28571428571433,656.0216258831515,2510.0,6.0,5996.0,599.6,741.4997115456096,2510.0,8.0,5631.0,1877.0,2032.1867532291417,4039.0,6.0,0,0,0,0,236,88,0.0,848.0,163.00000000000003,280.50335708032685,78682.13333333335,1,3,0,8,13,0,0,0,0.0,173.86666666666667,212.72727272727272,67.0,0,0,0,2608,8,489122,0,156,0,17,64240,63190,6,20
9717,6200,11,4,2340,268,848.0,0.0,212.72727272727272,324.1657264144656,236.0,0.0,67.0,113.67204288361027,442.8571428571428,661.6537389977256,2564.0,52.0,6200.0,620.0,743.7596684712371,2564.0,62.0,5699.0,1899.6666666666663,1994.4157874759549,4014.0,52.0,0,0,0,0,236,88,0.0,848.0,163.00000000000003,280.50335708032685,78682.13333333335,1,3,0,8,13,0,0,0,0.0,173.86666666666667,212.72727272727272,67.0,0,0,0,2608,8,486839,0,156,0,17,64240,63190,6,20
9719,5627,11,4,2300,268,848.0,0.0,209.0909090909091,324.39896872384,236.0,0.0,67.0,113.67204288361027,401.9285714285714,624.2453245918028,2401.0,8.0,5627.0,562.7,708.6525633591933,2401.0,8.0,5218.0,1739.3333333333337,2011.9260258104252,3947.0,9.0,0,0,0,0,236,88,0.0,848.0,160.5,280.21563125564575,78520.80000000002,1,3,0,8,13,0,0,0,0.0,171.2,209.0909090909091,67.0,0,0,0,2568,8,528612,0,153,0,17,64240,63210,6,20
9726,206832,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,14773.714285714284,54511.431734620965,204166.0,7.0,206832.0,20683.2,64706.752714414935,204839.0,7.0,206278.0,68759.33333333333,117265.9817224643,204166.0,762.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,13405,0,156,0,28,64240,63190,6,20
9728,22880,11,4,2304,420,848.0,0.0,209.45454545454544,324.3665715317667,388.0,0.0,105.0,189.26876833399288,1634.2857142857142,5339.183594010367,20162.0,7.0,22880.0,2288.0,6488.230969309825,20720.0,7.0,22353.0,7451.0,11013.160354775551,20162.0,760.0,0,0,0,0,236,88,0.0,848.0,170.25,285.48520101749585,81501.8,1,3,0,8,13,0,0,0,0.0,181.6,209.45454545454547,105.0,0,0,0,2724,8,124111,0,153,0,28,64240,63208,6,20
9730,4150,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,296.42857142857144,396.0498636604923,1374.0,7.0,4150.0,415.0,717.5783348643315,2262.0,7.0,3578.0,1192.6666666666667,157.24291186992608,1374.0,1094.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,857232,0,153,0,28,64240,63210,6,20
9732,23056,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1646.857142857143,3499.796804148731,11974.0,7.0,23056.0,2305.6000000000004,4129.113523371438,12094.0,7.0,10921.0,3640.3333333333335,3089.669291903801,6876.0,721.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,261091,0,156,0,28,64240,63190,6,20
9736,4153,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,296.6428571428571,500.1309993226939,1859.0,8.0,1876.0,208.44444444444449,339.17956568428144,1008.0,8.0,3806.0,951.5,767.6116639725237,1859.0,47.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,820451,0,156,0,28,64240,63190,6,20
9738,4240,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,302.85714285714283,549.4654545231081,2029.0,8.0,1888.0,209.77777777777771,357.92694009314863,1076.0,8.0,3885.0,971.25,857.4304150580773,2029.0,9.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,775063,0,156,0,28,64240,63190,6,20
9741,6096,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,435.4285714285714,653.1547954452963,2560.0,9.0,5411.0,601.2222222222222,802.9772378121589,2560.0,9.0,5725.0,1431.25,1766.0012032838483,3904.0,61.0,0,0,0,0,216,108,0.0,848.0,172.50000000000003,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,536964,0,156,0,28,64240,63190,6,20
9743,6280,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,448.57142857142856,636.8865029048877,2559.0,8.0,5320.0,591.1111111111111,809.0668149857038,2559.0,8.0,5965.0,1491.25,1730.852270799947,3966.0,137.0,0,0,0,0,216,108,0.0,848.0,172.50000000000003,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,510638,0,156,0,28,64240,63190,6,20
9748,15350,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1096.4285714285716,3101.423040979879,11750.0,6.0,15350.0,1535.0,3778.11766771644,12100.0,6.0,14794.0,4931.333333333333,6276.931203488958,12156.0,816.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,191733,0,156,0,28,64240,63190,6,20
9752,4191,10,5,2300,420,848.0,0.0,230.0,334.04191353780743,388.0,0.0,83.99999999999999,170.5051318875769,299.35714285714283,441.2635018013364,1676.0,5.0,1856.0,206.22222222222223,325.21599659986657,969.0,5.0,3877.0,969.25,600.5482911473481,1676.0,220.0,0,0,0,0,216,108,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,230.0,84.0,0,0,0,2720,8,840284,0,153,0,28,64240,63210,6,20
9755,6806,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,486.1428571428572,619.4159602949636,2444.0,10.0,6806.0,680.5999999999999,792.3606361864387,2444.0,10.0,6325.0,2108.333333333333,1483.4235178577064,3747.0,857.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333333,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,462034,0,153,0,28,64240,63210,6,20
9847,66456,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,4746.857142857143,12906.436455428817,47443.0,5.0,66456.0,6645.6,16064.434334544398,50300.0,5.0,65742.0,21914.0,22956.661843569505,47443.0,2968.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,42226,0,156,0,28,64240,63190,6,20
9855,4486,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,320.4285714285714,538.5282957048081,2017.0,7.0,4486.0,448.6,809.1497869849425,2524.0,7.0,3985.0,1328.3333333333333,655.9156449828997,2017.0,711.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,769230,0,156,0,28,64240,63190,6,20
9857,4673,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,333.7857142857142,570.1301037174192,2117.0,7.0,4673.0,467.3,852.4172230910297,2647.0,7.0,4137.0,1379.0,709.9042188915347,2117.0,701.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,730738,0,156,0,28,64240,63190,6,20
9863,21764,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1554.571428571429,4494.28484452602,17030.0,7.0,21764.0,2176.4,6144.565551950945,19632.0,7.0,21046.0,7015.333333333334,9033.85899454565,17432.0,1327.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,134215,0,156,0,28,64240,63190,6,20
9867,18952,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1353.7142857142858,3270.3036421849138,12076.0,6.0,18952.0,1895.2,5141.264388368985,16460.0,6.0,18325.0,6108.333333333333,5688.584211676341,12526.0,1687.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,154319,0,156,0,28,64240,63190,6,20
9869,4291,10,5,2300,420,848.0,0.0,230.0,334.04191353780743,388.0,0.0,83.99999999999999,170.5051318875769,306.5,458.7345050831103,1627.0,6.0,2260.0,251.11111111111111,434.0974672940527,1262.0,6.0,3887.0,971.75,716.5330301760927,1627.0,36.0,0,0,0,0,216,108,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,230.0,84.0,0,0,0,2720,8,805687,0,153,0,28,64240,63210,6,20
9871,3902,10,5,2300,420,848.0,0.0,230.0,334.04191353780743,388.0,0.0,83.99999999999999,170.5051318875769,278.71428571428567,424.9351857494412,1526.0,6.0,1999.0,222.11111111111117,378.5675119593745,1101.0,6.0,3562.0,890.5,669.5085262090892,1526.0,7.0,0,0,0,0,216,108,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,230.0,84.0,0,0,0,2720,8,873194,0,153,0,28,64240,63210,6,20
9874,5969,10,4,2300,420,848.0,0.0,230.0,334.0419135378074,388.0,0.0,105.0,189.26876833399288,459.1538461538461,628.1029435469219,2410.0,7.0,5276.0,586.2222222222222,763.0197864042874,2410.0,7.0,5659.0,1886.3333333333333,1918.475002008974,3950.0,157.0,0,0,0,0,216,88,0.0,848.0,181.3333333333333,291.74320084295925,85114.09523809525,1,3,0,8,12,0,0,0,0.0,194.28571428571428,230.0,105.0,0,0,0,2720,8,530317,0,164,0,30,64240,63210,6,20
9963,301807,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,21557.64285714286,70576.4348006495,264591.0,8.0,301807.0,30180.7,83361.46941823102,265285.0,8.0,301207.0,100402.33333333331,143258.42417579962,264591.0,857.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,9174,0,156,0,28,64240,63190,6,20
9965,23734,11,4,2304,420,848.0,0.0,209.45454545454544,324.3665715317667,388.0,0.0,105.0,189.26876833399288,1695.2857142857142,3813.379833984776,11613.0,6.0,23734.0,2373.4,6741.247167830132,21526.0,6.0,23032.0,7677.333333333333,5572.972306887352,11998.0,1387.0,0,0,0,0,236,88,0.0,848.0,170.25,285.48520101749585,81501.8,1,3,0,8,13,0,0,0,0.0,181.6,209.45454545454547,105.0,0,0,0,2724,8,120440,0,153,0,28,64240,63208,6,20
9967,6071,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,433.6428571428572,840.5778788010485,3154.0,7.0,6071.0,607.0999999999999,1189.0719490426136,3742.0,7.0,5509.0,1836.3333333333333,1208.3833552864478,3154.0,780.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,531873,0,153,0,28,64240,63210,6,20
9971,5108,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,364.8571428571428,629.0419891993095,2335.0,6.0,5108.0,510.8,937.8202623341236,2902.0,6.0,4505.0,1501.6666666666667,792.7277800943609,2335.0,757.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,667795,0,156,0,28,64240,63190,6,20
9973,58034,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,4145.285714285715,9635.925850120007,28408.0,6.0,58034.0,5803.4,12121.38362289278,31812.0,6.0,57489.0,19163.0,13955.2850562072,28848.0,3167.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,48311,0,156,0,28,64240,63190,6,20
9975,27284,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1948.857142857143,4582.91047693062,14339.0,6.0,27284.0,2728.4000000000005,5550.840260717291,14703.0,6.0,26596.0,8865.333333333334,7159.54051132706,14749.0,894.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,105371,0,156,0,28,64240,63190,6,20
9977,22768,10,5,2340,420,848.0,0.0,234.0,333.5092868938501,388.0,0.0,83.99999999999999,170.5051318875769,1626.2857142857142,4816.642118395687,18265.0,6.0,20616.0,2290.6666666666665,6092.057000718231,18466.0,6.0,4495.0,1123.75,840.5979518572875,2027.0,9.0,0,0,0,0,216,108,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,234.0,84.0,0,0,0,2760,8,688450,0,156,0,28,64240,63190,6,20
9979,14702,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,1050.142857142857,2806.179797330359,10598.0,6.0,14702.0,1470.2,4054.278968639868,12977.0,6.0,14190.0,4730.0,5415.399246592997,10950.0,1063.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,199479,0,156,0,28,64240,63190,6,20
9981,13413,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,958.0714285714286,2271.722710065771,8449.0,4.0,13413.0,1341.3000000000002,3557.259308637605,11410.0,4.0,12833.0,4277.666666666667,3998.721962494184,8821.0,1293.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,221331,0,156,0,28,64240,63190,6,20
9983,5505,11,4,2340,420,848.0,0.0,212.72727272727272,324.1657264144656,388.0,0.0,105.0,189.26876833399288,393.2142857142858,691.9513298326284,2499.0,8.0,5505.0,550.5,1016.9909045807636,3094.0,8.0,4966.0,1655.3333333333333,873.9281053572618,2499.0,754.0,0,0,0,0,236,88,0.0,848.0,172.5,285.66693893413714,81605.60000000002,1,3,0,8,13,0,0,0,0.0,184.0,212.72727272727272,105.0,0,0,0,2760,8,604467,0,156,0,28,64240,63190,6,20
9985,4311,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,307.92857142857144,498.5883864681157,1833.0,7.0,4311.0,431.1,778.2880714890998,2399.0,7.0,3802.0,1267.3333333333333,572.1051768104649,1833.0,689.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333332,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,790927,0,153,0,28,64240,63210,6,20
9987,5771,11,4,2300,420,848.0,0.0,209.0909090909091,324.39896872384,388.0,0.0,105.0,189.26876833399288,412.2142857142857,601.4932928293393,2351.0,8.0,5771.0,577.1,700.2484400395176,2351.0,8.0,5323.0,1774.3333333333337,1839.2923458040411,3740.0,95.0,0,0,0,0,236,88,0.0,848.0,170.0,285.4731744548572,81494.93333333333,1,3,0,8,13,0,0,0,0.0,181.33333333333331,209.0909090909091,105.0,0,0,0,2720,8,554875,0,153,0,28,64240,63210,6,20
10033,2272,10,5,2340,310,848.0,0.0,234.0,333.5092868938501,278.0,0.0,62.0,121.54011683390796,162.2857142857143,181.91013359155312,610.0,7.0,1495.0,166.11111111111111,280.15908179302545,862.0,7.0,2115.0,528.75,364.92681914780303,964.0,85.0,0,0,0,0,216,108,0.0,848.0,165.625,281.42704797750577,79201.18333333333,1,3,0,8,13,0,0,0,0.0,176.66666666666666,234.0,62.0,0,0,0,2650,8,1573634,0,156,0,20,64240,63190,6,20
10074,2952,10,5,2340,268,848.0,0.0,234.0,333.5092868938501,236.0,0.0,53.6,102.9018950262822,210.8571428571429,243.22634508838664,755.0,7.0,1917.0,213.0,340.8133653482504,1045.0,7.0,2729.0,682.25,424.1315637079294,1168.0,133.0,0,0,0,0,216,108,0.0,848.0,163.0,280.5033570803268,78682.13333333333,1,3,0,8,13,0,0,0,0.0,173.86666666666667,234.0,53.6,0,0,0,2608,8,1190867,0,156,0,17,64240,63190,6,20
10076,2277,10,5,2304,268,848.0,0.0,230.4,333.9791077963477,236.0,0.0,53.6,102.9018950262822,162.64285714285717,186.652539038906,690.0,6.0,1594.0,177.11111111111111,309.0968474622656,944.0,6.0,2083.0,520.75,392.4617815787928,1039.0,120.0,0,0,0,0,216,108,0.0,848.0,160.75,280.23692357241816,78532.73333333334,1,3,0,8,13,0,0,0,0.0,171.46666666666667,230.4,53.6,0,0,0,2572,8,1586674,0,153,0,17,64240,63208,6,20
